"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"100129460",3.82853448887027,-0.241163733604215,0.445114064762002,-0.541802096802226,0.587954846771921,0.9997880278374
"100129480",2.90650137427246,0.268535787241058,0.381047283659018,0.704730879229567,0.480977730784817,0.9997880278374
"100129482",1.2881071115405,0.105818430555119,0.57485632615227,0.184078048272342,0.853952227143984,0.9997880278374
"100129520",1.29957711676432,-2.72624853574521,2.36776196556545,-1.15140312894339,0.249566427192265,0.9997880278374
"100129543",0.48985467861981,-0.318140662578038,1.51964715542315,-0.209351665248537,0.834173722189664,0.9997880278374
"100129842",2.5151398098479,0.107719637239753,0.659797473687329,0.163261669732915,0.870312412053322,0.9997880278374
"100129924",0.644042193635494,-0.243432813896181,0.864849588823261,-0.281474162723952,0.778346742490813,0.9997880278374
"10013",8.48371760656293,-0.0428093148553451,0.259395925900307,-0.165034646194859,0.868916712219882,0.9997880278374
"100130100",0.441711135097807,-0.0845316983877873,1.20643494704564,-0.0700673489231983,0.944140054593036,0.9997880278374
"100130301",0.699075524364391,0.423643531697535,1.21281834659938,0.349305015780302,0.726860333286097,0.9997880278374
"100130342",0.329746626956659,0.788410827958395,1.02508805663462,0.769115221717401,0.441824912635012,0.9997880278374
"100130348",0.976655630458903,0.459147032239547,0.604617502848895,0.759400827921939,0.447612818413007,0.9997880278374
"100130357",0.92961608567219,-0.266125006018356,0.72815881582024,-0.365476596913241,0.714755673327741,0.9997880278374
"100130418",0.995084683498256,0.140515479703603,0.642435356163164,0.218723142111617,0.826865720640394,0.9997880278374
"100130733",1.15609860660532,-0.0600278527599994,0.616953611439323,-0.0972971900106999,0.922490387461249,0.9997880278374
"100130742",1.21820549550448,-0.177767465338449,0.610593652890775,-0.29113873768067,0.770945214109139,0.9997880278374
"100130880",5.4948499028036,-0.616872711501311,0.441383101356165,-1.39759023307858,0.162236152974676,0.9997880278374
"100130890",0.367277908993845,-0.316163580979318,1.07065031187226,-0.295300507993538,0.76776432849242,0.9997880278374
"100130894",0.26862842579963,-0.457856663436896,1.26210445254945,-0.362772401691497,0.716774909708325,0.9997880278374
"100130933",0.251219312169785,-0.457856596852569,1.41290247389963,-0.324053928215496,0.745897206328498,0.9997880278374
"100130935",1.36329404424062,-2.36944404040479,1.13345768272542,-2.09045655300285,0.0365768073168733,0.9997880278374
"100130958",1.04876518234006,-0.684279246641307,0.846909837413132,-0.807971777410715,0.419106829182249,0.9997880278374
"100131094",0.8202190021178,0.306297998154174,0.67863022418092,0.451347416074584,0.651739175707478,0.9997880278374
"100131176",0.568846803986682,0.15290122647839,1.24674619628935,0.122640218942288,0.902392004714867,0.9997880278374
"100131187",3.33882365759017,0.773201681567311,0.75832949834741,1.01961176935924,0.307912620981079,0.9997880278374
"100131211",4.41825135594722,-0.292448739492963,0.342627503700202,-0.853547179764222,0.393355935739649,0.9997880278374
"100131378",0.635291795995091,-0.758962224911378,1.04512553651238,-0.726192403109835,0.46772082849125,0.9997880278374
"100131434",0.79636245540126,0.088186035690629,0.728992342796928,0.120969769520878,0.903714979742434,0.9997880278374
"100131439",0.0473780363541976,-0.238878913325467,3.85450045481364,-0.0619740264985951,0.950583516082393,0.9997880278374
"100131496",0.498509846716698,-0.839403954156477,0.98428113043991,-0.852809149944099,0.393765148976282,0.9997880278374
"100131561",3.60037118812719,0.14103670906705,0.381310518050714,0.369873639437063,0.711476643430334,0.9997880278374
"100131635",0.345137669136003,1.05239486690666,2.14782737807703,0.489981121224408,0.624147257985259,0.9997880278374
"100131755",2.77514578424161,-0.275738201793949,0.4581152026418,-0.601897077861325,0.547242649497029,0.9997880278374
"100131801",51.5955610092957,0.313856434877973,0.262234646668222,1.19685342446402,0.231363690656625,0.9997880278374
"100131827",0.829611535858069,0.240134780452217,0.682276919689321,0.351960873250064,0.724867605941434,0.9997880278374
"100131897",1.49439037329783,0.124134537982842,0.635970179287051,0.19518924318433,0.845244799800021,0.9997880278374
"100131998",4.31248883285203,-0.157526357852331,0.326425292702013,-0.482580122846466,0.629393895458535,0.9997880278374
"100132247",28.6502345716843,0.133269308091613,0.284544491664361,0.468360175634022,0.639527042216756,0.9997880278374
"100132288",1.25362320812147,0.100214027927345,0.590416759267404,0.169734389063907,0.865219027904685,0.9997880278374
"100132352",1.89384324761616,-0.235498584071121,0.49643515615209,-0.474379344719439,0.635229419677771,0.9997880278374
"100132356",1.30677562502273,0.104456191336675,0.553709318414786,0.188648064720534,0.850368658911453,0.9997880278374
"100132406",5.1818805403016,-0.094170841130758,0.312034744606518,-0.301796010727938,0.762807572143477,0.9997880278374
"100132417",2.66320917752249,-0.626932511855854,0.886916033107205,-0.706867942909398,0.479648547180899,0.9997880278374
"100132463",0.442634889883973,-0.0845025230656879,1.13791327511321,-0.0742609519669068,0.940802747021855,0.9997880278374
"100132707",0.642294689984937,-0.245841844278263,0.847437321791477,-0.290100327135173,0.771739485536852,0.9997880278374
"100132724",0.547167131211931,0.364277247712683,0.810869851597514,0.449242559696863,0.653256688915661,0.9997880278374
"100132832",3.77541389599522,-0.375149629003582,0.366849826810354,-1.02262452258842,0.306485410417769,0.9997880278374
"100132891",0.992261914162888,-0.628355808208435,0.865422051426229,-0.726068635728538,0.4677966953335,0.9997880278374
"100132911",2.84621023155357,-0.0819153829694328,0.447197038337635,-0.183175146405121,0.854660594712996,0.9997880278374
"100133091",1.62811542178062,-0.909459860053657,0.620608088853715,-1.4654334617737,0.142802693623932,0.9997880278374
"100133161",3.10230960754971,-0.265802586795107,0.409602793506968,-0.648927670925626,0.516385128236661,0.9997880278374
"100133315",2.35710257716979,-0.489259379829358,0.474400580517337,-1.03132120811449,0.302390216112324,0.9997880278374
"100133331",2.39224724120201,0.101996278983139,0.417591878958798,0.244248712971745,0.807038201754686,0.9997880278374
"100133669",0.296155088058425,-0.638193266989423,1.19502897041642,-0.53403999634171,0.593313862431639,0.9997880278374
"100133941",1.26033998740375,-0.420516800113281,0.902615123363833,-0.465887164117209,0.641296269401064,0.9997880278374
"10014",8.58877810111215,-0.16395734308355,0.287184444348939,-0.570913036237911,0.568058593718874,0.9997880278374
"10015",22.8083962808776,0.07671037477368,0.155214902187488,0.494220424022298,0.621150517131861,0.9997880278374
"100151643",0.348101732219295,3.20692486981349,2.29179798010437,1.3993052169753,0.161721475874261,0.9997880278374
"100151683",36.6473994971362,-0.28400736182544,0.511376109641291,-0.555378627336853,0.578635708242508,0.9997880278374
"100158262",10.8857468358637,-0.677635616838675,0.495699831558674,-1.36702813617653,0.17161648657537,0.9997880278374
"10016",22.3383209667143,-0.328519868829161,0.267211922145585,-1.22943567110068,0.218908502914869,0.9997880278374
"10018",1.64055385014454,-0.292376071937075,0.558118194382685,-0.523860492060221,0.600375575539837,0.9997880278374
"10019",8.51946839008579,0.278485510532533,0.42410455247341,0.656643530253058,0.51141015213339,0.9997880278374
"100190938",0.357701594717685,0.18620233613442,1.51388565945564,0.12299630092366,0.902110027161787,0.9997880278374
"100190939",3.20028771278152,0.0371235836864047,0.381640786380687,0.0972736274821894,0.922509098882456,0.9997880278374
"100192204",1.42298449411299,-1.1984022585589,0.721973025785688,-1.65989893771272,0.0969347852158281,0.9997880278374
"1002",0.704122900915951,0.720004793947483,0.925334211911063,0.778102424701752,0.43650863340807,0.9997880278374
"10020",13.7277099490202,-0.262312807577563,0.248804829966185,-1.05429146055249,0.291749497179094,0.9997880278374
"100233156",1.49394604272651,-0.314887378005105,0.583384491469356,-0.539759596988953,0.589362833763152,0.9997880278374
"10024",5.08056083507267,0.551794398290869,0.376761833503906,1.46457084880162,0.143038040183139,0.9997880278374
"10025",11.5916509788567,-0.0956155363094267,0.282656359210603,-0.338274845740105,0.735156077750725,0.9997880278374
"10026",6.10482164736913,0.0407003369333428,0.273569949853154,0.148774881726556,0.881731271508694,0.9997880278374
"100271836",13.6492608141063,-0.0340811225052593,0.242176491051544,-0.140728451210426,0.888084467948804,0.9997880278374
"100271927",0.477440097602752,0.471206170418851,1.0374131263893,0.454212654951532,0.649675775476818,0.9997880278374
"100272147",2.69978644648698,0.0059343206206491,0.400655259029491,0.014811538066476,0.988182534545793,0.9997880278374
"100272216",9.3548190998784,-0.297872914162509,0.520429612140434,-0.57235965674092,0.567078341445946,0.9997880278374
"100272228",0.412894607266321,-0.49639381237446,0.977697342137664,-0.507717256640109,0.611651644610428,0.9997880278374
"100286793",0.290970901397254,-0.548024993962437,1.17144663542645,-0.467819000361836,0.639914031852315,0.9997880278374
"100286979",0.425456312651409,-1.08613631778065,1.46110510907832,-0.743366312958691,0.457259933653674,0.9997880278374
"100287036",0.893293141202024,0.192833004278686,0.66356826380267,0.290600100694433,0.771357183056435,0.9997880278374
"100287102",0.27231486098485,-0.0456586857211806,1.17717237123379,-0.0387867459659505,0.969060412070573,0.9997880278374
"100287171",4.45929139150437,-0.806188702759574,0.425846877641728,-1.89314221868696,0.0583389590019892,0.9997880278374
"100287284",0.552708582873194,-0.49957811579369,1.31029977185151,-0.381270092940461,0.703002843038715,0.9997880278374
"100287569",1.04801304850187,-0.6684330822681,0.970252158109598,-0.688927179064924,0.49086909471587,0.9997880278374
"100287932",6.53540658479569,0.429539575487136,0.233938341153798,1.83612302869475,0.0663394631354607,0.9997880278374
"100287944",0.683368687455618,-0.378588741425895,0.867881257608186,-0.436221819640692,0.662675798376972,0.9997880278374
"100288069",1.12969774000709,0.388449165134159,0.571506460327032,0.679693392987853,0.496698620354816,0.9997880278374
"100288332",34.7134918903783,0.69290394334306,0.482581925684017,1.4358265539285,0.151051701832746,0.9997880278374
"100288413",0.270156295228186,-0.548024128452799,2.13568237618493,-0.25660376026128,0.797484671914755,0.9997880278374
"100288432",0.657406875896017,1.09162684932385,0.745013349490864,1.46524468329307,0.142854172606444,0.9997880278374
"100288615",1.47208814417374,0.709046189127934,0.530044701178435,1.33771017340902,0.180990933338458,0.9997880278374
"100288778",14.2424753996672,-0.312538174499926,0.367865663170626,-0.849598660027593,0.395548257196443,0.9997880278374
"100288814",0.625202181618697,-0.23969857667641,1.20904386026148,-0.198254657713219,0.842845825396173,0.9997880278374
"100289187",2.08497583291653,-0.417097007714382,0.659912149293212,-0.632049293472028,0.527354667360171,0.9997880278374
"100289511",0.706082539701216,-0.45334523375201,0.82916604403169,-0.546748431167888,0.584551576144495,0.9997880278374
"100289561",5.85556269717116,-0.285670050411567,0.366215878155588,-0.780059160324555,0.435356053612753,0.9997880278374
"100289678",0.335485625201179,-0.225995261940973,1.058455249027,-0.21351423420945,0.830925887795724,0.9997880278374
"100293516",7.90078260625524,-0.157388557892843,0.319394679195349,-0.4927713833222,0.622174132899259,0.9997880278374
"100293534",1.23972669699309,-1.34566525275497,0.943826537777269,-1.42575483830327,0.153939121132745,0.9997880278374
"100294362",0.305304455250767,0.366539297925812,1.1952423547886,0.306665251994556,0.759098181040682,0.9997880278374
"1003",5.02750603822636,0.495816479798501,0.591204634851467,0.838654588564023,0.401663168257769,0.9997880278374
"100302112",3.15546891990722,0.442386288401889,0.551918424579178,0.801542888768744,0.422817425297829,0.9997880278374
"100302113",2.66354469385557,-1.08876876032207,0.741516845978187,-1.46829942735258,0.142022906428121,0.9997880278374
"100302117",0.317774477280105,-0.225995320575976,1.68027270370742,-0.134499191754607,0.893007850169297,0.9997880278374
"100302118",1.88110971679875,0.809903664311324,0.717056170151606,1.12948426918924,0.258693601866213,0.9997880278374
"100302121",1.71173434153476,0.0888909136141808,0.562942475078441,0.157904079989336,0.874532383034814,0.9997880278374
"100302124",2.4196142046847,0.371262170481074,0.488765188326141,0.75959208910218,0.447498449289712,0.9997880278374
"100302135",8.60909353663638,-0.833795226918127,0.466187888165084,-1.78853901631796,0.0736890867458711,0.9997880278374
"100302136",0.283021438641153,-1.05038881047845,2.12854183863641,-0.493478113238005,0.621674800901139,0.9997880278374
"100302137",0.82042125169584,0.293235084444737,0.71424519193199,0.41055240939257,0.681400766180608,0.9997880278374
"100302149",5.33122524170457,-0.930723920379971,0.6691690354663,-1.39086519407075,0.164266309088063,0.9997880278374
"100302150",1.62198172315986,0.0889513905668899,0.537735581600138,0.165418457715217,0.868614626646038,0.9997880278374
"100302161",8.19053640260952,0.276227234026365,0.424265074493083,0.651072290964333,0.514999822383835,0.9997880278374
"100302166",11.2692093930944,-0.544335544728187,0.491882056091349,-1.10663834548804,0.268450321581718,0.9997880278374
"100302169",0.0262856284524887,-0.148712053391469,3.85450045481364,-0.038581407664838,0.969224125789311,0.9997880278374
"100302170",35.6781592187591,0.212953653815747,0.401443060626984,0.530470382233411,0.595785838777231,0.9997880278374
"100302175",7.69791281107141,0.0354643922589833,0.384103848658349,0.0923302184626847,0.926435680045128,0.9997880278374
"100302188",1.7564636006832,0.133783490586902,0.753923634289746,0.177449657368728,0.859155205210323,0.9997880278374
"100302192",0.795132662496984,-1.99699258959258,1.02827518170015,-1.94207992678648,0.0521274251514666,0.9997880278374
"100302195",19.8503868200079,0.158395450108615,0.471853073564368,0.335688075341121,0.737106099050071,0.9997880278374
"100302202",0.505309678816561,0.239923148424814,1.12990561496154,0.212339106247367,0.831842488585331,0.9997880278374
"100302204",1.66518616022189,-1.85980093931088,1.09445936183124,-1.69928734146791,0.0892650564953326,0.9997880278374
"100302209",0.586111660414525,-1.94840771468137,1.5775923436798,-1.23505145197182,0.216811355854483,0.9997880278374
"100302211",1.01244862259465,-0.545134923805506,1.01951709803884,-0.534699148110546,0.592857910667158,0.9997880278374
"100302212",0.293575748766616,-0.135826984617382,1.19578278068618,-0.113588342976005,0.909564128496521,0.9997880278374
"100302217",0.460546070312402,1.27523427989695,0.87681375939495,1.45439583518504,0.145836593970066,0.9997880278374
"100302220",1.51965133717716,1.51087616975561,0.7909414566958,1.91022503241565,0.0561042454229732,0.9997880278374
"100302237",0.462759701081845,0.382447029719015,1.09436677755374,0.349468786482997,0.726737400182008,0.9997880278374
"100302239",0.648266710860906,0.403211675594857,0.771932794925423,0.522340387978738,0.601433353400072,0.9997880278374
"100302246",2.95894974652963,-0.468622838991679,0.514281500122915,-0.911218542529095,0.362180235921235,0.9997880278374
"100302270",1.82705583038688,-1.64346439386459,1.14468653131574,-1.43573314519175,0.151078289876759,0.9997880278374
"100302277",0.354036296745361,0.756357298145693,1.01837300337785,0.742711458018748,0.457656391211007,0.9997880278374
"100302279",2.65318254974909,-1.65965901859692,0.751097046111056,-2.20964657921385,0.0271296999400187,0.9997880278374
"100302281",0.661537949176296,-1.25887715783023,1.09319739830117,-1.15155520840658,0.249503896364579,0.9997880278374
"100302285",3.15089418959499,-0.752400885803913,0.79430504635557,-0.947244247353178,0.343514333176281,0.9997880278374
"100302692",0.269518055500483,-0.54802491481087,1.28992687838631,-0.424849597286046,0.67094631937702,0.9997880278374
"100302743",1.2888152522412,-1.41504691884988,0.827118527121856,-1.71081516427138,0.0871152393114373,0.9997880278374
"100310812",10.0645780296115,0.0515656291213998,0.359294346769758,0.143519177479416,0.885880166592397,0.9997880278374
"100310846",4.8211048067864,-0.331409404308429,0.357017149448666,-0.928273067050751,0.353265941136901,0.9997880278374
"100313769",12.5839909783601,-0.309987059904216,0.336693089337544,-0.920681385276208,0.357216797562494,0.9997880278374
"100313770",3.38492258848403,-0.289237641474704,0.444617795277159,-0.650530960629687,0.51534930958998,0.9997880278374
"100313896",2.43227727056871,-0.682460834890769,0.636762542096322,-1.07176661592562,0.28382487128428,0.9997880278374
